doc_name,page_num,sentence_num,sentence
What about dreams  State of the art and open questions,8,0,SCARPELLI er At.
What about dreams  State of the art and open questions,8,1,"Fisher, C., Byrne, J., Edwards, A., & Kahn, E. (1970)."
What about dreams  State of the art and open questions,8,2,A psychophysiological study of nightmares.
What about dreams  State of the art and open questions,8,3,"Journal of the American Psychoanalytic Association, 18(4), 747-782. https://doi.org/10.1177/000306517001800401  Fosse, M. J., Fosse, R., Hobson, J."
What about dreams  State of the art and open questions,8,4,"A., & Stickgold, R. J."
What about dreams  State of the art and open questions,8,5,(2003).
What about dreams  State of the art and open questions,8,6,Dreaming and episodic memory: A functional dissociation?
What about dreams  State of the art and open questions,8,7,"Journal of Cognitive Neurosci- ence, 15(1), 1-9. https://doi.org/10.1162/089892903321107774  Fosshage, J. L. (2002)."
What about dreams  State of the art and open questions,8,8,A relational self-psychological perspective.
What about dreams  State of the art and open questions,8,9,"Journal of Analytical Psychology, 47(1), 67-82. https://doi.org/10.1111/1465- 5922.00289  Foulkes, D. (1962)."
What about dreams  State of the art and open questions,8,10,Dream reports from different stages of sleep.
What about dreams  State of the art and open questions,8,11,"Journal of Abnormal and Social Psychology, 65, 14-25. https://doi.org/10.1037/ h0040431  Foulkes, D. (1967)."
What about dreams  State of the art and open questions,8,12,Nonrapid eye movement mentation.
What about dreams  State of the art and open questions,8,13,"Experimental Neu- rology, 19(4), 28-38. https://doi.org/10.1016/0014-4886(67)90154-9  Foulkes, D., & Schmidt, M. (1983)."
What about dreams  State of the art and open questions,8,14,Temporal sequence and unit composi- tion in dream reports from different stages of sleep.
What about dreams  State of the art and open questions,8,15,"Sleep, 6, 265-280. https://doi.org/10.1093/sleep/6.3.265  Frankl, E., Scarpelli, S., Nadorff, M. R., Bjorvatn, B., Bolstad, C. J., Chan, N. Y., ... Holzinger, B."
What about dreams  State of the art and open questions,8,16,(2021).
What about dreams  State of the art and open questions,8,17,"How our dreams changed during the COVID-19 pandemic: Effects and correlates of dream recall frequency-a multinational study on 19,355 adults."
What about dreams  State of the art and open questions,8,18,"Nature and Science of Sleep, 13, 1573-1591. https://doi.org/10.2147/NSS.S324142  Freeman, A., & White, B."
What about dreams  State of the art and open questions,8,19,(2002).
What about dreams  State of the art and open questions,8,20,Dreams and the dream image: Using dreams in cognitive therapy.
What about dreams  State of the art and open questions,8,21,"Journal of Cognitive Psychotherapy, 16, 39-54. https://doi.org/10.1891/jcop.16.1.39.63706  Freud, S. (1953)."
What about dreams  State of the art and open questions,8,22,The interpretation of dreams.
What about dreams  State of the art and open questions,8,23,In J. Strachey (Ed.
What about dreams  State of the art and open questions,8,24,"), trans."
What about dreams  State of the art and open questions,8,25,The Standard Edition of the Complete Psychological Works of Sigmund Freud.
What about dreams  State of the art and open questions,8,26,Vols.
What about dreams  State of the art and open questions,8,27,|V and V. The Hogarth Press (orig.
What about dreams  State of the art and open questions,8,28,published 1900).
What about dreams  State of the art and open questions,8,29,"Gazzillo, F., Silberschatz, G., Fimiani, R., De Luca, E., & Bush, M. (2020)."
What about dreams  State of the art and open questions,8,30,Dreaming and adaptation: The perspective of control-mastery theory.
What about dreams  State of the art and open questions,8,31,"Psychoanalytic Psychology, 37(3), 185-198. https://doi.org/10.1037/ pap0000252  Germain, A."
What about dreams  State of the art and open questions,8,32,(2013).
What about dreams  State of the art and open questions,8,33,Sleep disturbances as the hallmark of PTSD: Where are we now?
What about dreams  State of the art and open questions,8,34,"American Journal of Psychiatry, 170(4), 372-382. https: //doi.org/10.1176/appi.ajp.2012.12040432  Germain, A., Buysse, D. J., Shear, M. K., Fayyad, R., & Austin, C. (2004)."
What about dreams  State of the art and open questions,8,35,Clinical correlates of poor sleep quality in posttraumatic stress disor- der.
What about dreams  State of the art and open questions,8,36,"Journal of Traumatic Stress, 17, 477-484. https://doi.org/10.10 07/s10960-004-5796-6  Goodenough, D. R., Lewis, H. B., Shapiro, A., Jaret, L., & Sleser, |."
What about dreams  State of the art and open questions,8,37,(1965).
What about dreams  State of the art and open questions,8,38,Dream reporting following abrupt and gradual awakenings from differ- ent types of sleep.
What about dreams  State of the art and open questions,8,39,"Journal of Personality and Social Psychology, 2(2), 170-179. https://doi.org/10.1037/h0022424  Hartmann, E., & Brezler, T. (2008)."
What about dreams  State of the art and open questions,8,40,A systematic change in dreams after 9/11/01.
What about dreams  State of the art and open questions,8,41,"Sleep, 31(2), 213-218. https://doi.org/10.1093/sleep/31.2.213  Hill, C. E. (1996)."
What about dreams  State of the art and open questions,8,42,Working with dreams in psychotherapy.
What about dreams  State of the art and open questions,8,43,Guilford Press.
What about dreams  State of the art and open questions,8,44,"Hill, C. E. (2003)."
What about dreams  State of the art and open questions,8,45,"Working with dreams in therapy: Facilitating exploration, insight, and action."
What about dreams  State of the art and open questions,8,46,American Psychological Association.
What about dreams  State of the art and open questions,8,47,"Hobson, J."
What about dreams  State of the art and open questions,8,48,"A., & McCarley, R. W. (1977)."
What about dreams  State of the art and open questions,8,49,The brain as a dream state gener- ator: An activation-synthesis hypothesis of the dream process.
What about dreams  State of the art and open questions,8,50,"Ameri- can Journal of Psychiatry, 134, 1335-1348. https://doi.org/10.1176/ ajp.134.12.1335  Hobson, J."
What about dreams  State of the art and open questions,8,51,"A., Pace-Schott, E. F., & Stickgold, R. (2000)."
What about dreams  State of the art and open questions,8,52,Dreaming and the brain: Toward a cognitive neuroscience of conscious states.
What about dreams  State of the art and open questions,8,53,"Behavioral and Brain Sciences, 23(6), 793-842. https://doi.org/10.1017/S014052 5X00003976  Hoelscher, T. J., Klinger, E., & Barta, S. G. (1981)."
What about dreams  State of the art and open questions,8,54,Incorporation of concern-and nonconcern-related verbal stimuli into dream content.
What about dreams  State of the art and open questions,8,55,"Journal of Abnormal Psychology, 90(1), 88-91. https://doi.org/10.10 37/0021-843X.90.1.88  Hong, C. C. H., Jin, Y., Potkin, S. G., Buchsbaum, M. S., Wu, J., Callaghan, G. M., ... Gillin, J. C. (1996)."
What about dreams  State of the art and open questions,8,56,Language in dreaming and regional EEG alpha power.
What about dreams  State of the art and open questions,8,57,"Sleep, 19(3), 232-235. https://doi."
What about dreams  State of the art and open questions,8,58,"org/10.1093/sleep/19.3.232  hale L282  Hsieh, L. T., & Ranganath, C. (2014)."
What about dreams  State of the art and open questions,8,59,Frontal midline theta oscillations dur- ing working memory maintenance and episodic encoding and retrieval.
What about dreams  State of the art and open questions,8,60,"Neurolmage, 85, 721-729. https://doi.org/10.1016/j.neuroimage."
What about dreams  State of the art and open questions,8,61,"2013.08.003  Jakobson, A. J., Conduit, R. D., & Fitzgerald, P. B."
What about dreams  State of the art and open questions,8,62,(2012).
What about dreams  State of the art and open questions,8,63,Investigation of visual dream reports after transcranial direct current stimulation (tDCS) during REM sleep.
What about dreams  State of the art and open questions,8,64,"International Journal of Dream Research, 5, 87-93. https://doi.org/10.11588/ijodr.2012.1.9272  Jiménez, J. P. (2012)."
What about dreams  State of the art and open questions,8,65,The manifest dream is the real dream: The changing relationship between theory and practice in the interpretation of dreams.
What about dreams  State of the art and open questions,8,66,"In P. Fonagy, H. Kachele, M. Leuzinger-Bohleber & D. Taylor (Eds."
What about dreams  State of the art and open questions,8,67,"), The significance of dreams: Bridging clinical and extraclinical research in psychoanalysis (pp."
What about dreams  State of the art and open questions,8,68,31-48).
What about dreams  State of the art and open questions,8,69,London: Karnac Books.
What about dreams  State of the art and open questions,8,70,"Kellner, R., Neidhardt, J., Krakow, B., & Pathak, D. (1992)."
What about dreams  State of the art and open questions,8,71,Changes in chronic nightmares after one session of desensitization or rehearsal instructions.
What about dreams  State of the art and open questions,8,72,"American Journal of Psychiatry, 149, 659-663. https://doi."
What about dreams  State of the art and open questions,8,73,"org/10.1176/ajp.149.5.659  Klimesch, W. (1999)."
What about dreams  State of the art and open questions,8,74,EEG alpha and theta oscillations reflect cognitive and memory performance: A review and analysis.
What about dreams  State of the art and open questions,8,75,"Brain Research Reviews, 29, 169-195. https://doi.org/10.1016/s0165-0173(98)00056-3  Koulack, D. (1969)."
What about dreams  State of the art and open questions,8,76,Effects of somatosensory stimulation on dream con- tent.
What about dreams  State of the art and open questions,8,77,"Archives of General Psychiatry, 20(6), 718-725. https://doi."
What about dreams  State of the art and open questions,8,78,"org/10.1001/archpsyc.1969.01740180102010  Koulack, D., & Goodenough, D. R. (1976)."
What about dreams  State of the art and open questions,8,79,Dream recall and dream recall failure: An arousal-retrieval model.
What about dreams  State of the art and open questions,8,80,"Psychological Bulletin, 83, 975-984. https://doi.org/10.1037/0033-2909.83.5.975  Krakow, B., Sandoval, D., Schrader, R., Keuhne, B., Mcbride, L., Yau, C. L., & Tandberg, D. (2001)."
What about dreams  State of the art and open questions,8,81,Treatment of chronic nightmares in adjudicated adolescent girls in a residential facility.
What about dreams  State of the art and open questions,8,82,"Journal of Adoles- cent Health, 29(2), 94-100. https://doi.org/10.1016/S1054-139X(00) 00195-6  Landolt, H. P., Raimo, E. B., Schnierow, B. J., Kelsoe, J. R., Rapaport, M. H., & Gillin, J. C. (2001)."
What about dreams  State of the art and open questions,8,83,Sleep and sleep electroencepha- logram in depressed patients treated with phenelzine.
What about dreams  State of the art and open questions,8,84,"Archives of Gen- eral Psychiatry, 58(3), 268-276. https://doi.org/10.1001/arch psyc.58.3.268  Leclair-Visonneau, L., Oudiette, D., Gaymard, B., Leu-Semenescu, S., & Arnulf, |."
What about dreams  State of the art and open questions,8,85,(2010).
What about dreams  State of the art and open questions,8,86,Do the eyes scan dream images during rapid eye movement sleep?
What about dreams  State of the art and open questions,8,87,Evidence from the rapid eye movement sleep behaviour disorder model.
What about dreams  State of the art and open questions,8,88,"Brain, 133(6), 1737-1746. https://doi."
What about dreams  State of the art and open questions,8,89,"org/10.1093/brain/awq110  Leonard, L., & Dawson, D. (2018)."
What about dreams  State of the art and open questions,8,90,The marginalisation of dreams in clinical psychological practice.
What about dreams  State of the art and open questions,8,91,"Sleep Medicine Reviews, 42, 10-18. https://doi."
What about dreams  State of the art and open questions,8,92,"org/10.1016/j.smrv.2018.04.002  Leslie, K., & Ogilvie, R. (1996)."
What about dreams  State of the art and open questions,8,93,Vestibular dreams: The effect of rocking on dream mentation.
What about dreams  State of the art and open questions,8,94,"Dreaming, 6(1), 1-16."
What about dreams  State of the art and open questions,8,95,"Malinowski, J., & Horton, C. L. (2014)."
What about dreams  State of the art and open questions,8,96,Evidence for the preferential incor- poration of emotional waking-life experiences into dreams.
What about dreams  State of the art and open questions,8,97,"Dreaming, 24(1), 18-31. https://doi.org/10.1037/a0036017  Malinowski, J. E. (2015)."
What about dreams  State of the art and open questions,8,98,"Dreaming and personality: Wake-dream continu- ity, thought suppression, and the big five inventory."
What about dreams  State of the art and open questions,8,99,"Consciousness and Cognition, 38, 9-15. https://doi.org/10.1016/j.concog.2015.10.004  Mangiaruga, A., D'Atri, A., Scarpelli, S., Alfonsi, V., Camaioni, M., Annarumma, L., ... De Gennaro, L. (2022)."
What about dreams  State of the art and open questions,8,100,Sleep talking versus sleep moaning: Electrophysiological patterns preceding linguistic vocalizations during sleep.
What about dreams  State of the art and open questions,8,101,Sleep.
What about dreams  State of the art and open questions,8,102,"https://doi.org/10.1093/sleep/ zsab284  Mangiaruga, A., Scarpelli, S., Bartolacci, C., & De Gennaro, L. (2018)."
What about dreams  State of the art and open questions,8,103,Spot- light on dream recall: The ages of dreams.
What about dreams  State of the art and open questions,8,104,"Nature and Science of Sleep, 10, 1-12. https://doi.org/10.2147/NSS.S135762  Maquet, P., Péters, J. M., Aerts, J., Delfiore, G., Degueldre, C., Luxen, A., & Franck, G. (1996)."
What about dreams  State of the art and open questions,8,105,Functional neuroanatomy of human rapid-eye- movement sleep and dreaming.
What about dreams  State of the art and open questions,8,106,"Nature, 383(6596), 163-166. https: //doi.org/10.1038/383163a0         & g = 8 gy 2 & E     = 8 g. g Es = z S     PUOD pur suAL am 2g “[PZOT/SO/S1] UO Amery auTTUG KAT M “GO9E  puoo-pure-stua9} tu  8 g z E a s ."
What about dreams  State of the art and open questions,8,107,Q 9 g i     « a = 2 9 z 3 Pa
What about dreams  State of the art and open questions,9,0,SCARPELLI er AL.
What about dreams  State of the art and open questions,9,1,"100f12| FEREM RE SP ily  Marquis, L. P., Paquette, T., Blanchette-Carriére, C., Dumel, G., & Nielsen, T. (2017)."
What about dreams  State of the art and open questions,9,2,REM sleep theta changes in frequent nightmare recallers.
What about dreams  State of the art and open questions,9,3,"Sleep, 40(9), zsx110."
What about dreams  State of the art and open questions,9,4,"https://doi.org/10.1093/sleep/zsx110  Marzano, C., Ferrara, M., Mauro, F., Moroni, F., Gorgoni, M., Tempesta, D., Cipolli, C., & de Gennaro, L. (2011)."
What about dreams  State of the art and open questions,9,5,Recalling and forgetting dreams: Theta and alpha oscillations during sleep predict subsequent dream recall.
What about dreams  State of the art and open questions,9,6,"Journal of Neuroscience, 31, 6674-6683. https://doi."
What about dreams  State of the art and open questions,9,7,"org/10.1523/JNEUROSCI.0412-11.2011  Monroe, L. J., Rechtschaffen, A., Foulkes, D., & Jensen, J."
What about dreams  State of the art and open questions,9,8,(1965).
What about dreams  State of the art and open questions,9,9,Discrimi- nability of REM and NREM reports.
What about dreams  State of the art and open questions,9,10,"Personality and Social Psychology, 2(3), 456-460. https://doi.org/10.1037/h0022218  Montangero, J."
What about dreams  State of the art and open questions,9,11,(2009).
What about dreams  State of the art and open questions,9,12,"Using dreams in cognitive behavioural psychother- apy: Theory, method, and examples."
What about dreams  State of the art and open questions,9,13,"Dreaming, 19(4), 239-254. https: //doi.org/10.1037/a0017613  Neidhardt, E. J., Krakow, B., Kellner, R., & Pathak, D. (1992)."
What about dreams  State of the art and open questions,9,14,The beneficial effects of one treatment session and recording of nightmares on chronic nightmare sufferers.
What about dreams  State of the art and open questions,9,15,"Sleep, 15, 470-473. https://doi.org/10."
What about dreams  State of the art and open questions,9,16,"1093/sleep/15.5.470  Nielsen, T. (2000)."
What about dreams  State of the art and open questions,9,17,A review of mentation in REM and NREM sleep: Covert REM sleep as a possible reconciliation of two opposing models.
What about dreams  State of the art and open questions,9,18,"Behav- ioral and Brain Sciences, 23, 851-866. https://doi.org/10.1017/ s0140525x0000399x  Nielsen, T., & Lara-Carrasco, J."
What about dreams  State of the art and open questions,9,19,(2007).
What about dreams  State of the art and open questions,9,20,"Nightmares, dreaming, and emotion regulation: A review."
What about dreams  State of the art and open questions,9,21,In D. Barrett & P. McNamara (Eds.
What about dreams  State of the art and open questions,9,22,"), The new sci- ence of dreaming: Vol."
What about dreams  State of the art and open questions,9,23,2.
What about dreams  State of the art and open questions,9,24,"Content, recall, and personality correlates (pp."
What about dreams  State of the art and open questions,9,25,253-284).
What about dreams  State of the art and open questions,9,26,Praeger Publishers/Greenwood Publishing Group.
What about dreams  State of the art and open questions,9,27,"Nielsen, T., & Levin, R. (2007)."
What about dreams  State of the art and open questions,9,28,Nightmares: A new neurocognitive model.
What about dreams  State of the art and open questions,9,29,"Sleep Medicine Reviews, 11(4), 295-310. https://doi.org/10.1016/j."
What about dreams  State of the art and open questions,9,30,"smrv.2007.03.004  Nielsen, T., Svob, C., & Kuiken, D. (2009)."
What about dreams  State of the art and open questions,9,31,Dream-enacting behaviors in a normal population.
What about dreams  State of the art and open questions,9,32,"Sleep, 32(12), 1629-1636. https://doi.org/10.10 93/sleep/32.12.1629  Nielsen, T. A."
What about dreams  State of the art and open questions,9,33,(1993).
What about dreams  State of the art and open questions,9,34,Changes in the kinesthetic content of dreams follow- ing somatosensory stimulation of leg muscles during REM sleep.
What about dreams  State of the art and open questions,9,35,"Dreaming, 3(2), 99-113. https://doi.org/10.1037/h0094374,  Nielsen, T. A. Paquette, T., Solomonova, E., Lara-Carrasco, J., Popova, A., & Levrier, K. (2010)."
What about dreams  State of the art and open questions,9,36,REM sleep characteristics of night- mare sufferers before and after REM sleep deprivation.
What about dreams  State of the art and open questions,9,37,"Sleep Medicine, 11(2), 172-179. https://doi.org/10.1016/j.sleep.2008.12.018  Nielsen, T. A., & Powell, R. A."
What about dreams  State of the art and open questions,9,38,(1992).
What about dreams  State of the art and open questions,9,39,The day-residue and dream-lag effects: A literature review and limited replication of two temporal effects in dream formation.
What about dreams  State of the art and open questions,9,40,"Dreaming, 2(2), 67-77. https://doi."
What about dreams  State of the art and open questions,9,41,"org/10.1037/h0094348  Nielsen, T. A., Stenstrom, P., & Levin, R. (2006)."
What about dreams  State of the art and open questions,9,42,"Nightmare frequency as a function of age, gender, and September 11, 2001: Findings from an internet questionnaire."
What about dreams  State of the art and open questions,9,43,"Dreaming, 16(3), 145-158. https://doi."
What about dreams  State of the art and open questions,9,44,"org/10.1037/1053-0797.16.3.145  Nielsen, T., Svob, C., & Kuiken, D. (2009)."
What about dreams  State of the art and open questions,9,45,Dream-enacting behaviors in a normal population.
What about dreams  State of the art and open questions,9,46,"Sleep, 32(12), 1629-1636. https://doi."
What about dreams  State of the art and open questions,9,47,org/10.1093/sleep/32.12.1629.
What about dreams  State of the art and open questions,9,48,"Nielsen, T. A., & Zadra, A."
What about dreams  State of the art and open questions,9,49,(2005).
What about dreams  State of the art and open questions,9,50,Nightmares and other common dream disturbances.
What about dreams  State of the art and open questions,9,51,"Principles and Practice of Sleep Medicine, 4, 926-935."
What about dreams  State of the art and open questions,9,52,"Nir, Y., & Tononi, G. (2010)."
What about dreams  State of the art and open questions,9,53,Dreaming and the brain: From phenomenol- ogy to neurophysiology.
What about dreams  State of the art and open questions,9,54,"Trends in Cognitive Sciences, 14(2), 88-100. https://doi.org/10.1016/j.tics.2009.12.001  Nishida, M., Pearsall, J., Buckner, R. L., & Walker, M. P. (2009)."
What about dreams  State of the art and open questions,9,55,"REM sleep, prefrontal theta, and the consolidation of human emotional memory."
What about dreams  State of the art and open questions,9,56,"Cerebral Cortex, 19, 1158-1166. https://doi.org/10.1093/cercor/ bhn155  Noreika, V., Canales-Johnson, A. Koh, J., Taylor, M., Massey, |, & Bekinschtein, T. A."
What about dreams  State of the art and open questions,9,57,(2015).
What about dreams  State of the art and open questions,9,58,Intrusions of a drowsy mind: Neural markers of phenomenological unpredictability.
What about dreams  State of the art and open questions,9,59,"Frontiers in Psychology, 6, 202. https://doi.org/10.3389/fpsyg.2015.00202  Noreika, V., Windt, J. M., Kern, M., Valli, K., Salonen, T., Parkkola, R., Revonsuo, A., Karim, A."
What about dreams  State of the art and open questions,9,60,"A., Ball, T., & Lenggenhager, B."
What about dreams  State of the art and open questions,9,61,(2020).
What about dreams  State of the art and open questions,9,62,Modulating dream experience: Noninvasive brain stimulation over the sensorimotor cortex reduces dream movement.
What about dreams  State of the art and open questions,9,63,"Scientific Reports, 10, 1-19. https://doi.org/10.1038/s41598-020-63479-6  Oudiette, D., Constantinescu, |., Leclair-Visonneau, L., Vidailhet, M., Schwartz, S., & Arnulf, |."
What about dreams  State of the art and open questions,9,64,(2011).
What about dreams  State of the art and open questions,9,65,Evidence for the re-enactment of a recently learned behavior during sleepwalking.
What about dreams  State of the art and open questions,9,66,"PLoS One, 6(3), e18056."
What about dreams  State of the art and open questions,9,67,"https://doi.org/10.1371/journal.pone.0018056  Oudiette, D., Dealberto, M. J., Uguccioni, G., Golmard, J. L., Merino- Andreu, M., Tafti, M., ... Arnulf, I."
What about dreams  State of the art and open questions,9,68,(2012).
What about dreams  State of the art and open questions,9,69,Dreaming without REM sleep.
What about dreams  State of the art and open questions,9,70,"Consciousness and Cognition, 21(3), 1129-1140. https://doi.org/10."
What about dreams  State of the art and open questions,9,71,"1016/j.concog.2012.04.010  Oudiette, D., Leu, S., Pottier, M., Buzare, M. A., Brion, A., & Arnulf, |."
What about dreams  State of the art and open questions,9,72,(2009).
What about dreams  State of the art and open questions,9,73,Dreamlike mentations during sleepwalking and sleep terrors in adults.
What about dreams  State of the art and open questions,9,74,"Sleep, 32(12), 1621-1627. https://doi.org/10.1093/sleep/ 32.12.1621  Paul, F., Alpers, G. W., Reinhard, I., & Schredl, M. (2019)."
What about dreams  State of the art and open questions,9,75,Nightmares do result in psychophysiological arousal: A multimeasure ambulatory assessment study.
What about dreams  State of the art and open questions,9,76,"Psychophysiology, 56(7), e€13366."
What about dreams  State of the art and open questions,9,77,"https://doi.org/ 10.1111/psyp.13366  Perogamvros, L., & Schwartz, S. (2012)."
What about dreams  State of the art and open questions,9,78,The roles of the reward system in sleep and dreaming.
What about dreams  State of the art and open questions,9,79,"Neuroscience & Biobehavioral Reviews, 36(8), 1934-1951. https://doi.org/10.1016/j.neubiorev.2012.05.010  Pesant, N., & Zadra, A."
What about dreams  State of the art and open questions,9,80,(2004).
What about dreams  State of the art and open questions,9,81,Working with dreams in therapy: What do we know and what should we do?
What about dreams  State of the art and open questions,9,82,"Clinical Psychology Review, 24(5), 489-512. https://doi.org/10.1016/j.cpr.2004.05.002  Phelps, E. A., Delgado, M. R., Nearing, K. I., & LeDoux, J. E. (2004)."
What about dreams  State of the art and open questions,9,83,Extinc- tion learning in humans: Role of the amygdala and vmPFC.
What about dreams  State of the art and open questions,9,84,"Neuron, 43(6), 897-905. https://doi.org/10.1016/j.neuron.2004.08.042  Polini, F., Principe, R., Scarpelli, S., Clementi, F., & De Gennaro, L. (2017)."
What about dreams  State of the art and open questions,9,85,Use of varenicline in smokeless tobacco cessation influences sleep quality and dream recall frequency but not dream affect.
What about dreams  State of the art and open questions,9,86,"Sleep Medi- cine, 30, 1-6. https://doi.org/10.1016/j.sleep.2016.11.002  Rak, M., Beitinger, P., Steiger, A. Schredl, M., & Dresler, M. (2015)."
What about dreams  State of the art and open questions,9,87,Increased lucid dreaming frequency in narcolepsy.
What about dreams  State of the art and open questions,9,88,"Sleep, 38, 787-792. https://doi.org/10.5665/sleep.4676  Rechtschaffen, A., Goodenough, D. R., & Shapiro, A."
What about dreams  State of the art and open questions,9,89,(1962).
What about dreams  State of the art and open questions,9,90,Patterns of sleep talking.
What about dreams  State of the art and open questions,9,91,"Archives of General Psychiatry, 7(6), 418-426. https://doi."
What about dreams  State of the art and open questions,9,92,"org/10.1001/archpsyc.1962.01720060030003  Rechtschaffen, A., Verdone, P., & Wheaton, J."
What about dreams  State of the art and open questions,9,93,(1963).
What about dreams  State of the art and open questions,9,94,Reports of mental activity during sleep.
What about dreams  State of the art and open questions,9,95,"Canadian Psychiatric Association Journal, 8(6), 409-414. https://doi.org/10.1177/070674376300800612  Rezzonico, G., & Bani, M. (2015)."
What about dreams  State of the art and open questions,9,96,L'uso dei sogni in psicoterapia cognitivo- comportamentale: a che punto siamo?
What about dreams  State of the art and open questions,9,97,"Psicoterapia Cognitiva e Com- portamentale, 21(3), 285-301."
What about dreams  State of the art and open questions,9,98,"Rivera-Garcia, A. P., Lopez Ruiz, |."
What about dreams  State of the art and open questions,9,99,"E., Ramirez-Salado, |., Gonzalez- Olvera, J. J., Ayala-Guerrero, F., & Jiménez-Anguiano, A."
What about dreams  State of the art and open questions,9,100,(2019).
What about dreams  State of the art and open questions,9,101,Emo- tional facial expressions during REM sleep dreams.
What about dreams  State of the art and open questions,9,102,"Journal of Sleep Research, 28(1), €12716."
What about dreams  State of the art and open questions,9,103,"https://doi.org/10.1111/jsr.12716  Robert, G., & Zadra, A."
What about dreams  State of the art and open questions,9,104,(2008).
What about dreams  State of the art and open questions,9,105,Measuring nightmare and bad dream fre- quency: Impact of retrospective and prospective instruments.
What about dreams  State of the art and open questions,9,106,"Journal of Sleep Research, 17, 132-139. https://doi.org/10.1111/j.1365- 2869.2008.00649.x  Rocha, A. L., & Arnulf, |."
What about dreams  State of the art and open questions,9,107,(2020).
What about dreams  State of the art and open questions,9,108,NREM parasomnia as a dream enacting behavior.
What about dreams  State of the art and open questions,9,109,"Sleep Medicine, 75, 103-105. https://doi.org/10.1016/j."
What about dreams  State of the art and open questions,9,110,"sleep.2020.02.024  Rosner, R. I., Lyddon, W. J., & Freeman, A."
What about dreams  State of the art and open questions,9,111,(2004).
What about dreams  State of the art and open questions,9,112,Cognitive therapy and dreams: New York.
What about dreams  State of the art and open questions,9,113,Springer.
What about dreams  State of the art and open questions,9,114,"Ruby, P., Masson, R., Chatard, B., Hoyer, R., Bottemanne, L., Vallat, R., & Bidet-Caulet, A."
What about dreams  State of the art and open questions,9,115,(2021).
What about dreams  State of the art and open questions,9,116,High dream recall frequency is associated with an increase of both bottom-up and top-down attentional processes.
What about dreams  State of the art and open questions,9,117,"Cerebral Cortex, bhab445."
What about dreams  State of the art and open questions,9,118,"https://doi.org/10.1093/cercor/bhab445  Sandman, N., Valli, K., Kronholm, E., Ollila, H. M., Revonsuo, A. Laatikainen, T., & Paunio, T. (2013)."
What about dreams  State of the art and open questions,9,119,Nightmares: Prevalence among the Finnish general adult population and war veterans during 1972- 2007.
What about dreams  State of the art and open questions,9,120,"Sleep, 36(7), 1041-1050. https://doi.org/10.5665/sleep.2806  & g = 8 gy 2 & E        = 8 g. g Es = z S     PUOD pur suAL am 2g “[PZOT/SO/S1] UO Amery auTTUG KAT M “GO9E         puoo-pure-stua9} tu  8 g z E a s ."
What about dreams  State of the art and open questions,9,121,Q 9 g i     « a = 2 9 z 3 Pa
What about dreams  State of the art and open questions,10,0,SCARPELLI er At.
What about dreams  State of the art and open questions,10,1,"Scarpelli, S. Alfonsi, V., Gorgoni, M., Musetti, A. Filosa, M., Quattropani, M. C., ... Franceschini, C. (2021)."
What about dreams  State of the art and open questions,10,2,Dreams and nightmares during the first and second wave of the COVID-19 infection: A longi- tudinal study.
What about dreams  State of the art and open questions,10,3,"Brain Sciences, 11(11), 1375. https://doi."
What about dreams  State of the art and open questions,10,4,"org/10.3390/brainsci11111375  Scarpelli, S., Bartolacci, C., D'Atri, A., Camaioni, M., Annarumma, L., Gorgoni, M., ... De Gennaro, L. (2020a)."
What about dreams  State of the art and open questions,10,5,Electrophysiological correlates of dream recall during REM sleep: Evidence from multiple awakenings and within-subjects design.
What about dreams  State of the art and open questions,10,6,"Nature and Science of Sleep, 12, 1043- 1052. https://doi.org/10.2147/NSS.S279786  Scarpelli, S., Bartolacci, C., D'Atri, A, Gorgoni, M., & De Gennaro, L. (2019a)."
What about dreams  State of the art and open questions,10,7,Mental sleep activity and disturbing dreams in the lifespan.
What about dreams  State of the art and open questions,10,8,"International Journal of Environmental Research and Public Health, 16(19), 3658. https://doi.org/10.3390/ijerph16193658  Scarpelli, S., Bartolacci, C., D'Atri, A., Gorgoni, M., & De Gennaro, L. (2019c)."
What about dreams  State of the art and open questions,10,9,The functional role of dreaming in emotional processes.
What about dreams  State of the art and open questions,10,10,"Frontiers in Psychology, 10, 459. https://doi.org/10.3389/fpsyg."
What about dreams  State of the art and open questions,10,11,"2019.00459  Scarpelli, S., D'Atri, A., Bartolacci, C., Gorgoni, M., Mangiaruga, A., Ferrara, M., & De Gennaro, L. (2020b)."
What about dreams  State of the art and open questions,10,12,Dream recall upon awakening from non-rapid eye movement sleep in older adults: Electrophysiologi- cal pattern and qualitative features.
What about dreams  State of the art and open questions,10,13,"Brain Sciences, 10(6), 343. https: //doi.org/10.3390/brainsci 10060343  Scarpelli, S., D'Atri, A., Bartolacci, C., Mangiaruga, A., Gorgoni, M., & De Gennaro, L. (2019b)."
What about dreams  State of the art and open questions,10,14,Oscillatory EEG activity during REM sleep in elderly people predicts subsequent dream recall after awakenings.
What about dreams  State of the art and open questions,10,15,"Frontiers in Neurology, 10, 985. https://doi.org/10.3389/fneur."
What about dreams  State of the art and open questions,10,16,"2019.00985  Scarpelli, S., D'Atri, A. Mangiaruga, A. Marzano, C., Gorgoni, M., Schiappa, C., ... De Gennaro, L. (2017)."
What about dreams  State of the art and open questions,10,17,Predicting dream recall: EEG activation during NREM sleep or shared mechanisms with wakeful- ness?
